wind_speed_max,wind_speed_mean,wind_direction_mean,air_temp,barometric_pressure,depth,water_temperature,specific_conductivity,pH,turbidity,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,chlorophylla,phycocyanin,flourescent_dissolved_organic_matter,log_phyco,sqrt_phyco,sqrt_turb,sqrt_DOsat,sqrt_DO,sqrt_chlorophyll
11,8.18,271.5,22.49,1013.646,1.089,25.34,246.2,8.53,2.192,99.2,8.14,0.242,0.082,1.375,0.07881118,0.286356421,1.480540442,9.959919678,2.853068524,0.491934955
10.35,7.479,286.5,22.55,1013.643,1.09,25.35,246.6,8.54,2.133,99.4,8.15,0.236,0.082,1.373,0.07881118,0.286356421,1.460479373,9.969954864,2.854820485,0.485798312
9.55,6.651,285.7,22.69,1013.488,1.088,25.36,244.8,8.54,1.818,99.5,8.17,0.251,0.107,1.355,0.101653654,0.327108545,1.348332303,9.974968672,2.858321186,0.500999002
12.05,8.12,274.1,22.84,1013.379,1.083,25.38,244.5,8.54,2.064,99.9,8.2,0.235,0.065,1.345,0.062974799,0.254950976,1.4366628,9.994998749,2.863564213,0.484767986
15.95,8.36,275,22.84,1013.328,1.087,25.4,244.4,8.55,2.422,100.2,8.22,0.264,0.074,1.32,0.071389996,0.27202941,1.55627761,10.009995,2.867054237,0.513809303
14,9.57,274.2,22.94,1013.167,1.08,25.42,244.4,8.55,2.457,100.6,8.25,0.258,0.114,1.318,0.107957142,0.33763886,1.567482057,10.02995513,2.872281323,0.507937004
13.2,8.95,273.7,23.03,1013.097,1.08,25.42,243.9,8.56,2.482,101,8.28,0.252,0.084,1.308,0.080657903,0.289827535,1.575436447,10.04987562,2.877498914,0.501996016
13.3,9.71,285.3,23.04,1013.077,1.078,25.43,244,8.56,2.482,101.3,8.31,0.243,0.084,1.291,0.080657903,0.289827535,1.575436447,10.06479011,2.882707061,0.492950302
13.7,9.45,271.4,23.2,1013.289,1.073,25.44,244.5,8.56,2.731,101.6,8.33,0.278,0.082,1.284,0.07881118,0.286356421,1.65257375,10.07968253,2.886173938,0.527257053
14.8,9.09,286,23.32,1013.392,1.08,25.46,243.4,8.57,2.575,101.9,8.35,0.275,0.121,1.286,0.114221144,0.347850543,1.604680654,10.09455299,2.889636655,0.524404424
14.05,9.24,280.4,23.4,1013.568,1.082,25.47,243,8.57,2.398,101.9,8.35,0.267,0.102,1.239,0.097126711,0.319374388,1.548547707,10.09455299,2.889636655,0.516720427
12.3,8.71,279.3,23.49,1013.584,1.087,25.48,242.9,8.57,2.837,102,8.35,0.276,0.079,1.24,0.076034686,0.281069386,1.684339633,10.09950494,2.889636655,0.525357021
12.8,8.89,279.8,23.6,1013.677,1.081,25.5,242.7,8.57,2.793,102.2,8.36,0.277,0.088,1.255,0.084341148,0.296647939,1.671227094,10.10940156,2.891366459,0.526307895
12.35,8.15,277.3,23.72,1013.423,1.081,25.52,242.1,8.56,2.256,102.4,8.37,0.247,0.092,1.251,0.088010877,0.303315018,1.501998668,10.11928851,2.893095228,0.496990946
12.8,8.47,277.2,23.92,1013.429,1.081,25.54,242,8.57,2.235,102.6,8.4,0.262,0.097,1.22,0.092579181,0.31144823,1.494991639,10.12916581,2.898275349,0.511859356
10.8,7.834,283.7,24.14,1013.243,1.08,25.61,242.7,8.56,2.201,103.1,8.42,0.261,0.08,1.152,0.076961041,0.282842712,1.483576759,10.15381702,2.901723626,0.510881591
9.4,6.691,302.7,23.7,1013.057,1.08,25.63,239.8,8.55,2.496,102.7,8.38,0.223,0.114,0.97,0.107957142,0.33763886,1.579873413,10.13410085,2.894822965,0.472228758
10.55,7.56,321.1,23.19,1012.943,1.082,25.62,240.8,8.55,2.458,102.8,8.39,0.245,0.089,1.013,0.085259844,0.298328678,1.567801008,10.13903348,2.896549672,0.494974747
10,7.342,330.4,22.71,1013.17,1.087,25.61,241.8,8.56,2.624,103,8.41,0.231,0.112,1.096,0.106160196,0.334664011,1.619876539,10.14889157,2.9,0.480624594
9.3,7.255,329.7,22.47,1013.604,1.083,25.59,242.7,8.56,2.29,103.3,8.44,0.253,0.068,1.141,0.065787741,0.260768096,1.513274595,10.16366076,2.905167809,0.502991054
8.7,6.354,328,22.29,1013.819,1.09,25.58,243.8,8.57,1.774,103.5,8.46,0.217,0.051,1.183,0.049742092,0.225831796,1.331915913,10.17349497,2.908607914,0.465832588
7.95,6.235,330.1,22.26,1013.784,1.09,25.56,243.7,8.58,1.737,103.6,8.47,0.231,0.085,1.2,0.081579987,0.291547595,1.317952958,10.17840852,2.910326442,0.480624594
9.65,6.93,323.8,22.3,1013.898,1.09,25.54,244.8,8.58,1.532,103.5,8.47,0.239,0.105,1.239,0.099845335,0.324037035,1.237739876,10.17349497,2.910326442,0.488876262
9.3,7.012,329.5,22.07,1014.167,1.09,25.51,242,8.58,1.544,103.4,8.45,0.217,0.1,1.219,0.09531018,0.316227766,1.242577965,10.16857906,2.906888371,0.465832588
9.3,6.521,326.1,21.8,1014.381,1.09,25.51,242.3,8.58,1.573,103.1,8.43,0.212,0.056,1.228,0.054488185,0.236643191,1.254192968,10.15381702,2.903446228,0.460434577
8.1,6.183,322.6,21.44,1014.922,1.093,25.5,242.1,8.57,1.497,102.7,8.41,0.208,0.055,1.257,0.053540767,0.234520788,1.223519514,10.13410085,2.9,0.45607017
7.8,5.843,327.5,21.28,1014.752,1.1,25.49,241.1,8.57,1.445,102.4,8.38,0.204,0.074,1.262,0.071389996,0.27202941,1.202081528,10.11928851,2.894822965,0.451663592
9.85,6.671,323.5,21.13,1014.821,1.1,25.48,241.8,8.56,1.451,102.1,8.35,0.238,0.093,1.25,0.088926209,0.304959014,1.204574614,10.10445446,2.889636655,0.487852437
9.5,7.425,320.7,20.88,1015.042,1.1,25.46,241.3,8.56,1.519,101.8,8.34,0.236,0.071,1.251,0.068592791,0.266458252,1.23247718,10.0895986,2.887905816,0.485798312
10.65,6.904,321.4,20.59,1015.179,1.1,25.41,241.7,8.56,1.957,101.6,8.33,0.226,0.052,1.22,0.050693114,0.228035085,1.398928161,10.07968253,2.886173938,0.475394573
7.7,6.273,325.6,20.43,1015.167,1.1,25.39,241.3,8.56,1.571,101.5,8.32,0.214,0.046,1.17,0.044973366,0.214476106,1.253395389,10.07472084,2.88444102,0.46260134
7.85,5.797,321.7,20.34,1015.189,1.103,25.36,239,8.57,1.494,101.8,8.35,0.228,0.047,1.034,0.045928932,0.216794834,1.222292927,10.0895986,2.889636655,0.477493455
7.15,5.311,316.4,20.23,1015.442,1.11,25.34,236,8.59,1.715,102.6,8.43,0.243,0.08,0.961,0.076961041,0.282842712,1.309580085,10.12916581,2.903446228,0.492950302
6.95,5.375,309.3,20.07,1015.666,1.11,25.32,235,8.6,1.907,103,8.45,0.269,0.107,0.932,0.101653654,0.327108545,1.380941708,10.14889157,2.906888371,0.518652099
7.45,5.618,309.3,19.84,1015.64,1.11,25.29,235.5,8.61,1.779,103,8.46,0.284,0.109,0.931,0.103458708,0.33015148,1.333791588,10.14889157,2.908607914,0.532916504
7.7,5.701,311.4,19.71,1015.934,1.11,25.29,234.9,8.61,1.71,103,8.46,0.271,0.129,0.915,0.121332285,0.3591657,1.307669683,10.14889157,2.908607914,0.520576603
7.35,5.397,317.3,19.6,1016.149,1.11,25.29,232.9,8.62,1.481,103.1,8.47,0.265,0.164,0.911,0.151862349,0.404969135,1.216963434,10.15381702,2.910326442,0.514781507
6.75,5.317,325.5,19.61,1015.991,1.11,25.29,232.7,8.61,1.774,102.9,8.45,0.277,0.096,0.901,0.091667189,0.309838668,1.331915913,10.14396372,2.906888371,0.526307895
6.7,5.106,331.3,19.64,1015.983,1.113,25.27,234.3,8.61,1.385,102.6,8.43,0.258,0.073,0.902,0.070458464,0.270185122,1.17686023,10.12916581,2.903446228,0.507937004
7.85,5.346,343.2,19.63,1015.906,1.119,25.26,232.9,8.61,1.374,102.6,8.43,0.298,0.102,0.878,0.097126711,0.319374388,1.172177461,10.12916581,2.903446228,0.545893763
6.75,4.974,351,19.69,1016.14,1.12,25.25,232.5,8.61,1.602,102.9,8.46,0.289,0.086,0.856,0.082501222,0.293257566,1.265701387,10.14396372,2.908607914,0.537587202
6.65,4.963,340.9,19.75,1016.347,1.12,25.24,233.1,8.62,1.878,103,8.46,0.286,0.128,0.832,0.120446153,0.357770876,1.370401401,10.14889157,2.908607914,0.534789678
6.3,4.851,349,19.77,1016.462,1.12,25.23,231.7,8.62,1.664,102.9,8.46,0.254,0.106,0.781,0.100749903,0.325576412,1.28996124,10.14396372,2.908607914,0.503984127
7,5.319,17.2,19.63,1016.354,1.12,25.2,232.3,8.62,1.621,102.8,8.46,0.258,0.114,0.77,0.107957142,0.33763886,1.273184983,10.13903348,2.908607914,0.507937004
9.4,6.747,51.04,19.31,1016.479,1.12,25.21,230.9,8.61,1.764,102.3,8.42,0.301,0.128,0.793,0.120446153,0.357770876,1.328156617,10.11434625,2.901723626,0.548634669
9.4,7.541,49.23,19.1,1016.378,1.118,25.2,231.5,8.59,1.657,101.5,8.36,0.314,0.125,0.82,0.117783036,0.353553391,1.28724512,10.07472084,2.891366459,0.560357029
10.35,7.261,48,19.01,1016.304,1.111,25.2,231.9,8.57,1.604,100.5,8.27,0.247,0.105,0.869,0.099845335,0.324037035,1.266491216,10.02496883,2.875760769,0.496990946
9.15,6.946,46.92,18.91,1016.361,1.113,25.18,232.2,8.55,1.455,99.5,8.19,0.261,0.066,0.922,0.063913326,0.256904652,1.206233808,9.974968672,2.861817604,0.510881591
9.45,6.26,52.41,18.88,1016.33,1.119,25.3,234.8,8.57,1.631,99.9,8.21,0.293,0.169,1.003,0.156148682,0.411096096,1.277106104,9.994998749,2.865309756,0.541294744
7.8,6.052,53.45,18.88,1016.238,1.12,25.59,238.3,8.64,1.86,102.3,8.36,0.419,0.259,1.17,0.230317755,0.508920426,1.36381817,10.11434625,2.891366459,0.647302093
7.8,5.753,55.24,18.86,1016.332,1.118,25.56,237.7,8.62,1.993,102,8.33,0.409,0.232,1.152,0.208638865,0.481663783,1.411736519,10.09950494,2.886173938,0.639531078
8.1,5.994,49.71,18.73,1016.224,1.118,25.54,236.7,8.61,2.356,101.8,8.33,0.397,0.22,1.131,0.198850859,0.469041576,1.534926708,10.0895986,2.886173938,0.63007936
8.7,6.031,42.13,18.63,1016.315,1.11,25.49,236.6,8.6,2.618,101.2,8.28,0.362,0.188,1.123,0.172271221,0.433589668,1.618023486,10.05982107,2.877498914,0.601664358
7.8,6.284,38.45,18.56,1016.422,1.112,25.46,236.1,8.59,2.444,100.9,8.26,0.37,0.213,1.139,0.19309663,0.46151923,1.56332978,10.0448992,2.874021573,0.608276253
7.6,5.849,41.83,18.6,1016.448,1.117,25.46,235.7,8.59,2.145,101,8.27,0.387,0.2,1.154,0.182321557,0.447213595,1.464581852,10.04987562,2.875760769,0.622093241
7.8,5.302,44.21,18.63,1016.708,1.112,25.45,237.7,8.59,1.792,100.8,8.25,0.373,0.258,1.129,0.229523158,0.507937004,1.338656042,10.03992032,2.872281323,0.610737259
7.65,5.667,21.27,18.64,1016.672,1.111,25.46,237.8,8.58,2.123,100.6,8.24,0.384,0.251,1.132,0.223943231,0.500999002,1.457051818,10.02995513,2.870540019,0.619677335
7.95,6.146,24.92,18.37,1016.599,1.113,25.47,234.9,8.59,2.413,100.7,8.24,0.365,0.222,1.176,0.200488861,0.47116876,1.553383404,10.03493896,2.870540019,0.604152299
7.5,5.342,44.62,18.54,1017.273,1.127,25.41,236.9,8.58,2.118,99.9,8.19,0.378,0.188,1.221,0.172271221,0.433589668,1.455335013,9.994998749,2.861817604,0.614817046
8.15,5.329,43.86,18.63,1017.643,1.122,25.38,235.9,8.58,1.986,99.7,8.18,0.371,0.225,1.228,0.202940844,0.474341649,1.409255122,9.984988733,2.860069929,0.609097693
7.55,5.519,38.33,18.67,1017.81,1.128,25.37,235.4,8.57,1.957,99.6,8.17,0.354,0.253,1.23,0.225540676,0.502991054,1.398928161,9.97997996,2.858321186,0.594978991
8.55,6.133,36.77,18.54,1017.897,1.123,25.37,235.1,8.57,2.124,99.5,8.16,0.333,0.224,1.26,0.202124184,0.473286383,1.457394936,9.974968672,2.856571371,0.577061522
8.05,6.189,37.06,18.54,1018.196,1.13,25.35,238.6,8.57,2.352,99.3,8.15,0.334,0.204,1.241,0.185649347,0.451663592,1.533623161,9.964938535,2.854820485,0.577927331
9.15,6.677,35.98,18.63,1018.294,1.13,25.34,239.4,8.57,2.272,99.3,8.14,0.345,0.224,1.262,0.202124184,0.473286383,1.507315495,9.964938535,2.853068524,0.587367006
8.8,6.767,45.59,18.72,1018.543,1.13,25.34,236.1,8.57,2.101,99.4,8.16,0.367,0.233,1.261,0.209450224,0.482700735,1.449482666,9.969954864,2.856571371,0.605805249
8.05,6.224,43.34,19.06,1018.735,1.13,25.33,234.9,8.58,2.321,99.6,8.18,0.346,0.247,1.27,0.220740667,0.496990946,1.523482852,9.97997996,2.860069929,0.588217647
9.15,6.319,44.29,18.89,1018.652,1.132,25.33,234.5,8.58,2.289,99.6,8.17,0.317,0.169,1.261,0.156148682,0.411096096,1.51294415,9.97997996,2.858321186,0.56302753
8.8,6.226,48.51,18.62,1018.748,1.138,25.32,234.5,8.57,2.256,99.5,8.17,0.319,0.205,1.274,0.186479567,0.452769257,1.501998668,9.974968672,2.858321186,0.56480085
9.1,5.995,49.81,18.47,1018.761,1.138,25.31,235.3,8.58,2.64,99.7,8.18,0.33,0.244,1.268,0.218331994,0.493963561,1.624807681,9.984988733,2.860069929,0.574456265
9.5,6.218,52.89,18.42,1018.932,1.138,25.29,235.2,8.57,3.008,99.5,8.17,0.317,0.241,1.273,0.215917506,0.490917508,1.734358671,9.974968672,2.858321186,0.56302753
8.25,5.887,47.73,18.44,1019.048,1.133,25.29,233.6,8.58,2.319,99.7,8.2,0.328,0.254,1.28,0.226338442,0.503984127,1.52282632,9.984988733,2.863564213,0.572712843
8.8,6.289,29.23,18.4,1019.578,1.14,25.31,233.4,8.59,2.318,99.9,8.21,0.333,0.272,1.312,0.240590465,0.521536192,1.522497947,9.994998749,2.865309756,0.577061522
9.35,6.983,31.96,18.18,1019.527,1.14,25.32,234,8.59,2.75,99.9,8.2,0.323,0.203,1.325,0.184818437,0.450555213,1.658312395,9.994998749,2.863564213,0.56833089
10.85,7.289,30.6,18.27,1019.638,1.14,25.31,236.7,8.59,2.552,100.3,8.23,0.36,0.287,1.319,0.252313929,0.535723809,1.597498044,10.01498877,2.868797658,0.6
9.25,6.792,32.3,18.47,1019.811,1.14,25.31,235.7,8.59,2.38,100.4,8.25,0.349,0.24,1.291,0.21511138,0.489897949,1.542724862,10.01998004,2.872281323,0.59076222
8.2,6.793,35.7,18.48,1019.867,1.14,25.32,233.1,8.6,2.694,100.7,8.27,0.37,0.22,1.267,0.198850859,0.469041576,1.641340915,10.03493896,2.875760769,0.608276253
9.3,6.631,32.78,18.73,1019.782,1.141,25.33,232.9,8.61,2.54,101.4,8.33,0.41,0.242,1.269,0.216722984,0.491934955,1.593737745,10.0697567,2.886173938,0.640312424
8.55,6.397,42.93,18.95,1019.54,1.142,25.36,233.7,8.62,2.343,102.2,8.39,0.406,0.236,1.227,0.211880359,0.485798312,1.530686121,10.10940156,2.896549672,0.637181293
8.25,6.079,40.27,18.94,1019.767,1.143,25.38,232.6,8.63,2.287,102.5,8.41,0.411,0.259,1.227,0.230317755,0.508920426,1.512283042,10.12422837,2.9,0.641092817
9.35,6.139,47.08,18.89,1019.847,1.148,25.39,232.8,8.64,2.174,103,8.44,0.444,0.275,1.218,0.242946179,0.524404424,1.47444905,10.14889157,2.905167809,0.66633325
5.85,4.445,73.1,20.52,1019.477,1.15,25.55,229.9,8.66,2.545,106.3,8.69,0.626,0.338,0.981,0.291175962,0.581377674,1.595305613,10.31018914,2.947880595,0.791201618
5.5,4.313,71.94,20.45,1019.378,1.149,25.65,229.3,8.68,2.362,107.7,8.79,0.725,0.404,0.937,0.339325306,0.635609943,1.536879956,10.37786105,2.964793416,0.851469318
6.3,4.625,81.4,20.45,1019.234,1.147,25.68,230,8.69,2.312,108.6,8.85,0.786,0.41,0.97,0.343589704,0.640312424,1.520526225,10.42113238,2.974894956,0.88656641
5.95,4.319,78.89,20.65,1019.387,1.141,25.7,229.8,8.7,2.662,109.4,8.92,0.889,0.462,0.999,0.379805361,0.679705819,1.631563667,10.45944549,2.986636905,0.942867965
6.4,4.348,84.4,20.69,1019.332,1.14,25.78,227.8,8.7,2.342,109.8,8.94,0.784,0.422,1.012,0.352064331,0.649615271,1.530359435,10.47854952,2.989983278,0.885437745
5.9,4.095,103.4,21.12,1019.252,1.14,25.83,229.2,8.71,2.493,110.5,8.99,0.813,0.454,1.018,0.374318379,0.673795221,1.578923684,10.51189802,2.99833287,0.901665126
6.1,4.283,110.5,21.23,1019.062,1.14,25.86,229.8,8.73,2.439,111.4,9.06,0.913,0.577,1.01,0.455524308,0.759605161,1.56172981,10.55461984,3.009983389,0.955510335
7.55,4.602,118.1,21.18,1018.797,1.14,25.89,229.6,8.74,2.543,112.5,9.14,0.905,0.534,1.006,0.427878703,0.730753036,1.594678651,10.60660172,3.023243292,0.95131488
6.4,4.646,112,21.14,1018.512,1.14,25.92,230.1,8.76,2.652,113.7,9.24,0.935,0.542,0.983,0.433080275,0.736206493,1.628496239,10.66302021,3.039736831,0.96695398
6.3,4.307,103.6,21.32,1018.554,1.14,25.94,229.9,8.77,2.778,114.5,9.3,0.91,0.553,0.967,0.440188544,0.743639698,1.666733332,10.70046728,3.049590136,0.953939201
5.4,3.72,110,21.34,1018.762,1.138,25.92,230.4,8.77,2.689,115.1,9.35,0.957,0.603,0.958,0.471876874,0.776530746,1.639817063,10.72846681,3.05777697,0.978263768
4.85,3.527,126.7,21.87,1018.826,1.133,25.88,230.3,8.77,2.695,115.2,9.37,0.887,0.611,0.991,0.476855104,0.78166489,1.641645516,10.73312629,3.061045573,0.941806774
4.6,2.86,110.8,22.14,1018.872,1.14,25.91,231.2,8.77,3.049,115.7,9.39,0.953,0.606,0.974,0.473746616,0.778460018,1.746138597,10.75639345,3.064310689,0.976217189
3.75,2.673,120.5,21.86,1019.05,1.14,25.93,230.5,8.77,2.717,115.8,9.4,0.956,0.651,0.995,0.501381165,0.80684571,1.648332491,10.76104084,3.065941943,0.977752525
3.7,2.433,127.6,22.62,1019.197,1.14,25.94,232.2,8.78,2.765,116.4,9.45,0.931,0.607,0.973,0.474369087,0.779102047,1.662828915,10.78888317,3.07408523,0.964883413
4.1,2.653,111.7,23.32,1019.1,1.14,25.95,234.3,8.78,2.686,117.3,9.52,0.962,0.583,1.006,0.459321781,0.763544367,1.638902072,10.83051245,3.085449724,0.980815987
3.7,2.35,117.3,23.6,1019.146,1.14,25.95,235,8.79,2.533,118.1,9.59,1.014,0.636,1.004,0.492254238,0.797496081,1.591540135,10.86738239,3.096772513,1.00697567
4.05,2.846,131.5,23.61,1018.924,1.14,25.95,233.4,8.8,2.523,118.9,9.65,1.027,0.621,0.974,0.483043243,0.788035532,1.588395417,10.90412766,3.106444913,1.013410085
3.75,2.391,125.9,23.37,1018.742,1.14,25.94,231.6,8.81,2.82,119.7,9.72,1.003,0.578,0.955,0.456158222,0.760263112,1.679285562,10.94074952,3.117691454,1.001498877
4.4,2.934,115.4,23.18,1018.528,1.14,25.92,232,8.81,3.227,119.8,9.73,0.963,0.582,0.974,0.458689869,0.762889245,1.796385259,10.94531863,3.119294792,0.981325634
4.05,2.846,98.6,22.67,1018.594,1.138,25.9,230.5,8.82,2.715,120.2,9.77,0.933,0.599,0.97,0.469378434,0.773950903,1.647725705,10.96357606,3.125699922,0.965919251
4.45,3.246,108.6,22.16,1018.64,1.139,25.86,231.1,8.81,2.429,119.7,9.73,0.873,0.549,0.964,0.437609561,0.740945342,1.558524944,10.94074952,3.119294792,0.93434469
5.2,3.169,119.6,21.58,1018.796,1.14,25.83,229.4,8.81,2.502,119.4,9.7,0.838,0.567,0.969,0.449162963,0.752994024,1.581771159,10.9270307,3.1144823,0.915423399
4.1,3.005,115.5,21.18,1018.77,1.14,25.82,231.4,8.8,2.822,117.6,9.57,0.819,0.567,1.011,0.449162963,0.752994024,1.679880948,10.84435337,3.09354166,0.904986188
4.8,3.188,130.5,20.65,1018.891,1.14,25.8,233.3,8.79,2.423,116.7,9.5,0.799,0.528,1.022,0.423959691,0.726636085,1.556598856,10.80277742,3.082207001,0.893867999
4.45,3.261,121,20.29,1018.929,1.14,25.77,234.6,8.77,2.291,115.8,9.43,0.838,0.543,1.027,0.433728573,0.736885337,1.513604968,10.76104084,3.070830507,0.915423399
5.4,3.384,127.2,20.12,1019.134,1.14,25.75,233.8,8.78,2.571,115.5,9.41,0.894,0.586,1.023,0.461215123,0.765506368,1.603433815,10.74709263,3.06757233,0.945515732
6.05,4.253,138.5,20.12,1019.509,1.15,25.62,232.6,8.73,2.468,112,9.15,0.753,0.451,1.044,0.372252974,0.671565336,1.570986951,10.58300524,3.024896692,0.867755726
5.4,4.239,146.5,20.15,1019.567,1.15,25.6,233.9,8.72,2.56,110.8,9.05,0.764,0.426,1.061,0.354873322,0.652686755,1.6,10.52615789,3.008321791,0.874070935
5.55,4.209,148,20.18,1019.616,1.15,25.58,232.5,8.71,2.363,110,8.99,0.769,0.459,1.071,0.37775127,0.677495387,1.537205256,10.48808848,2.99833287,0.876926451
5.45,3.737,161.5,20.22,1019.747,1.15,25.56,232.8,8.69,2.431,108.2,8.84,0.715,0.418,1.082,0.349247428,0.646529195,1.559166444,10.4019229,2.973213749,0.845576726
5.1,3.343,146.2,20.27,1019.528,1.15,25.54,236.4,8.69,2.338,108.3,8.86,0.707,0.389,1.082,0.328584064,0.623698645,1.529051994,10.40672859,2.976575213,0.84083292
4.8,3.404,156,20.27,1019.517,1.15,25.53,235.5,8.7,2.772,108.8,8.89,0.731,0.398,1.066,0.335042644,0.630872412,1.664932431,10.43072385,2.981610303,0.85498538
4.6,3.278,159.3,20.36,1019.648,1.15,25.52,235.4,8.68,2.405,107.1,8.77,0.68,0.447,1.089,0.369492448,0.668580586,1.550806242,10.34891299,2.961418579,0.824621125
5.35,3.637,166.3,20.34,1019.696,1.15,25.5,234.4,8.66,2.589,105.6,8.64,0.676,0.426,1.093,0.354873322,0.652686755,1.609036979,10.27618606,2.939387691,0.822192192
5.8,3.718,174.6,20.32,1019.77,1.15,25.48,233.4,8.66,2.336,105.9,8.67,0.709,0.421,1.084,0.351360849,0.648845128,1.528397854,10.29077257,2.944486373,0.842021377
6.45,4.314,184,20.18,1019.928,1.15,25.48,232.7,8.65,2.203,105.1,8.6,0.672,0.406,1.106,0.340748793,0.637181293,1.484250653,10.25182911,2.93257566,0.819756061
5.4,4.11,188.7,20.03,1019.994,1.15,25.47,234.8,8.65,2.294,104.7,8.57,0.711,0.391,1.136,0.330022913,0.625299928,1.514595656,10.23230179,2.927456234,0.843208159
6.5,4.492,179.4,19.93,1019.922,1.15,25.45,237.1,8.64,2.537,104.1,8.52,0.712,0.328,1.116,0.283674051,0.572712843,1.592796283,10.20294075,2.918903904,0.843800924
6.1,4.703,178.8,19.84,1019.877,1.15,25.44,234.9,8.64,2.223,104.2,8.54,0.703,0.357,1.109,0.305276381,0.59749477,1.490972837,10.20784012,2.922327839,0.838450953
6,4.561,173.2,19.7,1019.709,1.15,25.42,233.5,8.64,1.979,104.2,8.54,0.722,0.342,1.126,0.294161039,0.584807661,1.406769349,10.20784012,2.922327839,0.849705831
6.25,4.792,181.2,19.69,1019.509,1.15,25.4,234.7,8.64,2.089,103.6,8.5,0.714,0.348,1.16,0.298622012,0.589915248,1.445337331,10.17840852,2.915475947,0.844985207
6.15,4.481,185.4,19.69,1019.658,1.15,25.38,235.5,8.63,1.977,103,8.44,0.649,0.369,1.163,0.314080546,0.607453702,1.40605832,10.14889157,2.905167809,0.805605362
6.45,4.803,181.8,19.69,1019.511,1.15,25.37,235,8.62,1.856,102.1,8.37,0.616,0.338,1.19,0.291175962,0.581377674,1.362350909,10.10445446,2.893095228,0.784856675
7.2,4.832,180,19.68,1019.274,1.147,25.35,234.3,8.62,2.061,101.8,8.36,0.634,0.389,1.193,0.328584064,0.623698645,1.435618334,10.0895986,2.891366459,0.796241169
6.15,4.779,189.8,19.58,1019.676,1.143,25.35,234.7,8.61,2.006,101.4,8.32,0.628,0.363,1.222,0.309688153,0.602494813,1.416333294,10.0697567,2.88444102,0.79246451
6.6,4.894,187.8,19.57,1019.683,1.15,25.33,233.1,8.62,1.859,101.4,8.33,0.603,0.36,1.208,0.3074847,0.6,1.363451503,10.0697567,2.886173938,0.776530746
6.2,5.151,187.5,19.47,1019.766,1.15,25.32,234.3,8.61,2.087,101.3,8.32,0.626,0.339,1.224,0.291923067,0.582237065,1.444645285,10.06479011,2.88444102,0.791201618
8.05,5.501,189.2,19.45,1019.709,1.15,25.3,233.8,8.62,2.026,101.5,8.33,0.644,0.365,1.238,0.311154429,0.604152299,1.423376268,10.07472084,2.886173938,0.802496106
6.85,5.136,181.6,19.48,1019.743,1.15,25.3,233.7,8.62,1.876,101.5,8.34,0.664,0.386,1.236,0.326421901,0.621288983,1.369671493,10.07472084,2.887905816,0.814861951
6.1,4.793,180.1,19.5,1019.606,1.15,25.28,235.7,8.61,1.888,101.1,8.31,0.632,0.376,1.238,0.31918074,0.613188389,1.374045123,10.05484958,2.882707061,0.794984277
6.35,5.049,187.3,19.52,1019.793,1.15,25.27,237.6,8.61,1.71,100.8,8.28,0.572,0.314,1.262,0.27307592,0.560357029,1.307669683,10.03992032,2.877498914,0.756306816
6.5,4.83,193,19.58,1019.702,1.15,25.27,235.7,8.6,1.854,100.6,8.26,0.589,0.33,1.279,0.285178942,0.574456265,1.361616686,10.02995513,2.874021573,0.767463354
6.25,4.838,194.8,19.51,1019.623,1.15,25.27,233.4,8.6,1.886,100.4,8.25,0.59,0.307,1.287,0.267734435,0.554075807,1.373317152,10.01998004,2.872281323,0.768114575
5.95,4.526,187.4,19.49,1019.727,1.15,25.26,235.3,8.59,1.783,100.1,8.23,0.561,0.299,1.288,0.261594738,0.546808925,1.335290231,10.00499875,2.868797658,0.748999332
5.75,4.32,200.2,19.28,1019.885,1.15,25.25,233.8,8.6,2.206,99.9,8.22,0.563,0.311,1.271,0.270790205,0.55767374,1.48526092,9.994998749,2.867054237,0.750333259
5.8,3.922,204.4,19.29,1020.048,1.15,25.24,235,8.59,1.727,99.8,8.21,0.563,0.294,1.276,0.257738196,0.542217668,1.31415372,9.989994995,2.865309756,0.750333259
4.9,3.749,201.2,19.31,1020.043,1.15,25.23,234.3,8.59,1.719,99.7,8.2,0.55,0.286,1.296,0.251536626,0.534789678,1.311106403,9.984988733,2.863564213,0.741619849
4.75,3.791,199.8,19.32,1020.159,1.15,25.21,232.7,8.59,1.683,100.1,8.24,0.527,0.354,1.291,0.303063174,0.594978991,1.297304899,10.00499875,2.870540019,0.725947657
5,3.747,197.5,19.54,1020.419,1.153,25.2,235.1,8.6,2.183,100.4,8.27,0.554,0.349,1.289,0.299363577,0.59076222,1.477497885,10.01998004,2.875760769,0.744311763
